Date,Genre,format?, language ,binding,audience,Publisher?,series,EDITION, illustrated ,AWARD WINNING,BESTSELLER TIER,age_group,Region Setting,authorNationality,Signed?,pages,Chapters,WORD COUNT,rating ⭐?,PRINT RUN, rrp£ ,discount %,stock_units,reprints/,FILM RIGHTS £
09/08/2024,romance,hardback, English ,NA,NA,macmillan,no,1st,missing,no,TOP-10,13-17,europe,japan,no,7954,14395,missing,19239,missing,8907,15914,11516,,3671
2022-10-17,history,ebook,spanish,spiral,CHILDREN,macmillan,no,NaN,YES,No,-999,13-17,africa,india,no,-999,17791,5641," 7,272",12059,6061,NaN,858,16461,9650
01/12/2024,biography,hardback,-999,NA,ya,macmillan,yes,2ND,yes,YES,TOP-10,13-17,oceania,INDIA,No,"17,173",14393,13452," 4,530",9273,5242,7190,4938,18157,1569
24/11/2023,BIOGRAPHY,HARDBACK,SPANISH,Stapled,adult,harpercollins,yes,1st,-999,,,18+,Asia,canada,no,   418,£13727,14024,£5236,8508,"17,424","16,615",11105,5774,5907
2024-10-29,Biography,ebook,FRENCH,spiral,adult,-999,Yes,revised,yes,yes,top-10,6-12,americas,us,-999,1144,11156,£14404,16338,"11,142",£16722,16928,£18739,"13,013",£9088
21/08/2024,thriller,HARDBACK,GERMAN,missing,Adult,Macmillan,NA,2nd,no,no,Long-Tail,0-5,Americas,japan,No,7952,NA,3278,3988,    82,missing,4537,-999,NA,14370
"Oct 05, 2022",NA,PAPERBACK,FRENCH,spiral, adult ,MACMILLAN,yes,revised,-999,yes,TOP-100,6-12,ASIA, uk ,no,15275,,6972,10669,5599,16315,11656,1934,15475,7714
09/10/2022,fantasy, audiobook ,german,SPIRAL,Adult,MACMILLAN,yes,NaN, yes ,no,Top-10,NA,africa,India,yes,10202,10634,17353,£8721,16488,NA,1574,£15895,19775,3778
2023-04-18,,audiobook,JAPANESE,glue,ya,Harpercollins,no,2nd,YES,-999,top-100,NaN,americas,INDIA,yes,£3724,8942,£15610,-999,15032,NA,3690,2926,410,19167
NA,sci-fi,Audiobook,-999,glue,children,harpercollins,missing,revised, yes ,NO,top-10,13-17,Oceania,india,No,£10322,1804,13951,£4857,5681,14453,-999,NaN,17727,18936
"Feb 18, 2022",Thriller,audiobook,german,sewn,Ya,macmillan,yes,2nd,no,yes,long-tail, 18+ ,oceania,india,YES,£3882,13,NaN,"11,561"," 1,376",19713,10638,12021,"10,015",16674
2022-04-25,Thriller, ebook ,ENGLISH,glue,adult,penguin,-999,2nd,no,yes,,18+,asia,NaN, yes ,5764,16965,18846,9790,£18805,£7684,missing,£12556,,5102
-999,biography,PAPERBACK,english,SPIRAL,adult,simon&Schuster,yes,1st,yes,no,top-10,13-17,oceania,india,YES,13588,12622,2015,1453,-999,£19239,2051,"14,254",15830,£1568
"Nov 15, 2022", Biography ,NA,French,Spiral,ADULT,PENGUIN,yes,1st,no, yes ,top-100,13-17,africa,canada,NO,£6143,£6693,"14,731",,8460,7731,6566,£14873,£16577,"16,928"
28/03/2022,Romance,audiobook,english,stapled,YA,penguin,NO,2nd,no,yes,LONG-TAIL,6-12, europe ,us,NA,13507,13134,-999,569,14659,3913,£14991,,7583,7238
08/09/2023,Sci-Fi,EBOOK,NaN,stapled,children, macmillan ,no,revised,No,yes,long-tail,18+, asia ,japan,YES," 2,447",14409,13705,£4469,£17541,£19476," 4,402","13,899",£18264,NA
28/07/2023,Fantasy,hardback,spanish,glue,ya,macmillan,yes, 2nd ,no,NaN,top-100,0-5,europe,NA,yes,12157,"10,853",17317,NA,,4531,794,-999,"13,794",£11741
2021-04-11,thriller,Audiobook, french ,spiral,NA,-999,yes,revised,Yes,no,long-Tail,13-17,americas,Uk,,£15351,18692,£14690,1372," 6,353",-999,£15711,9071,,NA
2024-02-19,romance,ebook,english,SPIRAL,children,penguin,no,1st,yes,no,LONG-TAIL,missing,americas,canada,no,13136," 4,955",1013,9533,-999,2509,"17,753",    25,£4651,7772
2023-06-17,Romance,ebook,french,sewn,,harpercollins,YES,2nd, Yes ,no,Top-10, 6-12 ,AMERICAS,Us, No ,11482,,NaN," 7,215",NA,£14381,9018,1104,5129,18859
-999,romance,Ebook,japanese,SPIRAL,Adult,harpercollins,NO, 1st ,missing, No ,top-10,13-17,africa,us,No,2794,5988,"15,604"," 1,876",£14030,4613,£367,5537,£5387,16939
2022-05-29,sci-fi,Ebook,english,,Adult,macmillan,no,revised,yes,yes, long-tail ,18+,europe,uk,missing,10290,8809,13078,£3753,"16,583",£6092,12759,7446,13253,15161
2021-04-08,HISTORY,ebook,ENGLISH,spiral,children,,yes,1st,Yes,no,long-Tail, 18+ ,Africa,, No ," 6,352",£6964,£12499,"11,413",4474,NA," 9,701",15721,1613,-999
"Oct 19, 2024", SCI-FI ,PAPERBACK,spanish,missing,adult,macmillan,NaN,REVISED,NA,no,Long-Tail,13-17,oceania,india,Yes,11864,18882,11068,19880,8843,1760,£2747," 2,925",NA,1756
08/08/2023,BIOGRAPHY,-999,french,Glue,ya,macmillan,yes,REVISED,no,yes,top-10,0-5,Europe,canada,no," 3,428",£8048,7937,£9214,8945,13184,"19,040",16467,NaN,18960
2023-11-05,history,paperback,japanese,sewn,missing,penguin,yes,revised,no,No,top-10,6-12,-999,Us,yes,missing,,402,19962,13755,"11,272",-999,3251,9348,1018
2024-05-13,romance,hardback,FRENCH,SPIRAL,Ya,Simon & Schuster,yes,3rd,No,Yes,top-100,18+,EUROPE,uk,yes,£17448,"17,927",£7849,16387,6421,13212,£4230,"16,688",3811,
2022-02-07,FANTASY,Paperback, french ,sewn,adult,macmillan,yes,revised,Yes, no ,top-10,NA,asia,japan,yes,£6249,17970,10219,£10284,1178,£5849,£8508,£7595,,-999
missing,romance,hardback,french,glue,children, MACMILLAN ,NA,missing,Yes,yes, Long-Tail ,6-12,Africa,japan,no,18977,441,NaN,-999,NA,4582,13698,£18331,18388,14799
15/10/2021, Sci-Fi ,hardback,ENGLISH,Spiral,ya,simon & schuster,YES,revised, no ,missing,top-100,18+,asia,uk,NO,13849,NaN,3601,413,£17635,2034,"11,192",8414,£19405,   229
20/06/2022,NaN,ebook,french,Stapled,children,simon & schuster,no,2nd,no,no,LONG-TAIL,13-17,OCEANIA,India,no,£18196,£17785,£2667," 7,429","11,465",10749,13346," 7,482",1121,6019
19/07/2023, biography ,paperback,french,sewn,NaN,macmillan,-999,3rd,No,no,top-10,13-17,missing, india ,,7610,147,7752,£4537,"14,501",£10895,4777,8479,1408,-999
12/06/2021,history,NaN,japanese,Glue,ADULT,-999,No,3rd,NO,NO,-999,18+,,UK,yes,"10,891",13542,£197,3774,1349,8061,15833,£11863,£9838,£14019
15/06/2021,thriller,paperback,english,stapled,NA,macmillan,,2nd,no,no,top-100,NaN,europe,us,missing,5729,£5787,,8467,8619,£16871,"15,064",798,"16,569",NA
2024-06-29,NA,hardback,French,sewn,CHILDREN,harpercollins,Yes,missing,Yes,yes,top-100,0-5,oceania,india,yes," 4,601",7251,NaN,NaN," 5,711",17261,NaN,8891,6782,
06/10/2024,history,paperback,JAPANESE,glue,-999,HARPERCOLLINS,no,revised,no,No,top-10,,americas,CANADA,no,missing,"13,210",7710,NaN,7062,15061,"15,042"," 7,054",10158,18198
28/06/2022,BIOGRAPHY,hardback,German, Spiral ,YA,harpercollins,yes,NA,yes,no,missing,6-12,asia,JAPAN,YES,£10395,18873,4436,9714,16472,£173,missing,6375,missing,14929
16/12/2021, biography ,audiobook,German, SEWN ,YA,harpercollins,no, 3rd ,Yes,no,top-10,6-12,EUROPE,India,Yes,6648,9840,14164,8325,£6908,£13746,3512,missing,12566,14465
09/10/2023,fantasy,audiobook,NaN,missing,missing,penguin,yes,1ST, yes ,-999,long-tail,6-12,americas,japan,yes,NA,"15,908",NA,"10,178",12127,£13789,£8809,£6867,19177,£6635
"Dec 17, 2024",biography,Hardback,ENGLISH,Sewn,children,simon&Schuster,no,1st,yes, No ,top-10,0-5,NaN,,YES,18851,16543," 2,035",-999,£2028,1117,10454,3262,£17143,452
22/03/2023,biography,PAPERBACK,japanese,glue,adult,HARPERCOLLINS,NO,2nd,No,NaN,,13-17,Americas,canada,no,missing,,missing,17555,17760,9600,£1641,7509,5572,NaN
18/02/2022,THRILLER,missing,English,Spiral,ya,Simon & Schuster,,revised,YES,yes,,13-17,Oceania,Uk,NO,5188,18716," 1,097",5732,10711,3034,"13,465",£19323,£9145,£4359
16/03/2023,fantasy,ebook,french,STAPLED,ADULT,macmillan,no,REVISED,yes,NA,Top-10,NaN, asia ,JAPAN,no,2659,9331,5762,£3121,6314,,17097,£3181,19741,£14352
20/06/2023, fantasy ,AUDIOBOOK,french,missing,adult,macmillan,no,-999,NaN,missing,long-Tail,6-12,AFRICA,uk,no,£7624,10443,16803,£11605,-999,1180,6520,£3334,11886,NaN
NaN,romance,audiobook,,stapled,ya,simon_&_schuster,NaN,-999,yes,yes,Top-100,NA,NA,missing,,19912,5565,NA,18835,14627,£18941,"16,342",£18798,280,-999
"Aug 19, 2021",History, hardback ,english,GLUE,children,simon & schuster,no,REVISED,no,yes,long-Tail,0-5,AFRICA,canada,YES,"16,667",3913,"19,285",NA,1046,6318,12174,missing,"10,610",3579
"Jun 15, 2023",missing,paperback,Spanish,GLUE,ya,NaN, Yes ,1st,No,-999,TOP-10,6-12,asia,CANADA,YES,19775,17563,,14571,8028,NA,18514,15320,9550,5700
2022-05-13,ROMANCE,paperback,missing,spiral,ya,Macmillan,YES,3rd,no,Yes,LONG-TAIL,6-12, europe ,japan,Yes,18642,-999,6917,8453,7075,NaN,"19,220","11,696",£14065,10170
2024-08-07,romance,hardback,NA,sewn,ya,simon&Schuster,YES,2nd,yes,yes,-999, 13-17 , ASIA ,CANADA,NO,5021," 2,083","17,278",5566,11666,4948,13323,3616,13383," 1,621"
20/10/2022,History,-999,French,Sewn,children,Penguin,missing,REVISED,-999,yes,Top-10,18+,africa,INDIA,yes," 1,487",4895,"11,453",-999,16382,,-999,10339,11215,1248
2021-12-04,Romance,Hardback,Spanish,Glue,missing,HARPERCOLLINS,no,3rd,Yes,yes,TOP-100,,africa,missing,no,19561," 3,715",£6636,£10911,   876,11478,12165,NaN,11473,4204
-999,sci-fi,hardback,NaN,Sewn,Ya,,NaN,2nd,-999,no,Top-100,NA,asia,Uk,NaN,15836,NaN,698,£11629,2185,9435,10775,12334,£8672,14415
11/04/2021,romance,hardback,english,sewn,Adult,missing,No,3rd,Yes,no, top-100 ,18+, americas ,US,yes,867,,15046,8381,5244,14702,9,9054,18931,missing
22/05/2022, ROMANCE ,Paperback,GERMAN,spiral,adult,-999,no,1st, yes ,Yes,NaN,13-17,asia,uk,NO,2340,10924,6644,£7401,2912,£1871,£7375,10158,10954,17360
25/02/2022,thriller,missing,FRENCH,spiral,Children,penguin,no,3rd,yes,no,top-10,13-17,AMERICAS,UK,missing,12547,14910,13453,5655,18019," 7,559",£18813,16976,5027,£8769
11/06/2023,history,Paperback,NaN,glue,YA,penguin,-999,3rd,yes,yes,LONG-TAIL,0-5,EUROPE,india,NA,7555,9485,3395,2305,18989,18458,£13476,12594,5151,"16,676"
2023-10-29,missing,audiobook,french,sewn,children,macmillan,Yes,1st,yes,no,TOP-100,,,uk,NO,£18725,"13,576",12880,"14,007",13098," 9,431"," 7,380",12089,15563,missing
15/06/2024,,hardback,German,sewn,,,yes,3rd,No,Yes,TOP-100,0-5,africa,UK,No,19255,2302,NA,10377,NaN,missing,£16924,1203,15310,18600
2021-01-24,biography, audiobook ,SPANISH,SEWN, adult ,PENGUIN,YES,revised,no,yes,TOP-10,0-5,americas,India,no,12794,1776,15752,£18997," 7,071","12,054",19576,£15982,NaN,-999
2023-02-26,romance,paperback,japanese,GLUE,Children,harpercollins,No,2nd,No,no,top-100,18+,Europe,missing,no,-999,18591," 8,477",4478,£4897,"10,461",19893,6099," 2,293",8391
2024-08-05,romance,paperback,japanese,spiral,children,harpercollins,no,2nd,,no,missing,18+,europe,JAPAN, yes ,6861,6948,3884,2410,19939,8952,   610,-999,4184,2323
15/01/2023,History,Ebook,SPANISH,spiral,ya,harpercollins,No, revised ,no,no,LONG-TAIL,18+,Africa,NA,YES,"14,529",£7785," 1,620",£10027,5818,11232,"18,163",-999,£15522,6815
2024-06-16,thriller,hardback,german,Glue, children ,-999,NaN,2nd,YES,No,top-100,13-17,Americas,uk,no,£12114," 8,780","15,498",5260,£14573,5196,2662,8363,missing,missing
2021-01-14,THRILLER,PAPERBACK,french,sewn,ya,simon&Schuster,NO,3rd,YES,YES,Top-100,18+,Europe,JAPAN,yes,13394,NA,NA,missing,£11362,"18,149"," 1,222",19072,£2274," 3,856"
2022-11-27,biography,Ebook,FRENCH,Sewn,Children,,YES,REVISED,no,NO,NA,18+,africa,NA,NA,4693,£8103,825,19166,£1174,1021,NA,"17,140",£1858,8779
23/04/2024,THRILLER,hardback,english,sewn,adult,Simon & Schuster,No,1ST,Yes,,TOP-100,13-17,americas,japan,NO,12557," 6,013",9590,£2292,NaN,1386,£1991," 7,808",£4397,2951
2022-01-11, Sci-Fi ,missing,French,Spiral,adult,Penguin,No,1st,No,NaN,long-tail,missing,europe,Us,yes,3451,5681," 2,895",£18042,£11838,£2884,17805,£1542,NA,17823
"Feb 12, 2021",biography,PAPERBACK,french,spiral,-999,SIMON & SCHUSTER,yes,2nd,yes,no,top-10,NA, americas ,Japan,YES,NA,NA," 7,380",9889,£17706,18070,£5795,4874,38,1214
2021-10-20,biography,audiobook,spanish,sewn,missing, simon_&_schuster ,no,1st,no,yes,Long-Tail,0-5,Asia, Us ,yes,11448,£13359,"11,136","11,261",7770,£12410,£18686,15925,-999,2002
04/06/2021,fantasy,-999,french,stapled,ya,penguin,Yes,2nd,yes,No,missing,18+,Africa,UK,,14018,6713,15330,19252,3464,8558,3887,4530,799,2014
07/10/2022,-999,paperback,french,Glue,ya,simon & schuster,yes,2nd,-999,yes,long-Tail,6-12,americas,canada,no,-999,4698,11196,1261," 4,975",19283,10984,11536,3403,£7845
11/08/2022,SCI-FI,hardback,FRENCH,glue,adult,NA,no,NaN,YES,no,NA,18+,missing, INDIA ,yes,£13709,19521,7287,8743,,£5874,5442,NaN,"19,449",£3718
2022-12-20,-999,audiobook,french,glue,ya,MACMILLAN,YES,1st, yes ,no, top-100 ,0-5,oceania, INDIA , yes ,2294,18504,£3790,7861,16889,3062,18205,16793,3160,2117
13/07/2023,FANTASY,ebook,french,sewn,adult,harpercollins,YES,3RD,yes,YES, long-tail ,NA,AFRICA,uk,NA,19480,   949,-999,8946,"13,598",-999,£10069,"17,711",1932,17915
2024-10-07,biography,Audiobook, spanish ,Glue,children,PENGUIN,yes,1st,yes,no,top-10,6-12,Americas,india,yes,18059,NaN,18329,£19108,NA,£268,3727,8307,2011,missing
NaN,Fantasy,ebook,,missing,adult,penguin,No,1st,yes,YES,long-tail,13-17,oceania,india,No,17259,11342,19023,£4243,NaN,10201,4464,£3274,2544,12023
25/08/2021,sci-fi,audiobook,japanese,NaN,adult,NaN,no,1st,no,no,top-10,13-17,NaN,UK,yes,7946,16258,4609,£5306,2215,15742,10845," 8,717",8202,5461
"Jun 02, 2022",ROMANCE,PAPERBACK,English,stapled,CHILDREN,harpercollins,yes, Revised ,no,yes,long-tail,13-17,oceania,Us,no,849,£16289,19967,18465,18838,11572,£8382,1909,2409,NaN
2021-03-26,fantasy,,english,GLUE,adult,Harpercollins, no ,REVISED, NO ,Yes,top-100,, AMERICAS ,canada,," 8,359"," 9,732",12406,14348,10673,,NA,13380,"16,802",15669
18/03/2023,history,audiobook,english,Stapled,missing,harpercollins,yes,NA,no,no,LONG-TAIL,0-5,europe,india,no,NA,"14,745"," 4,781",£14167,11005,19485,-999,NA,£5750," 8,110"
01/01/2022,biography,hardback, french ,STAPLED,adult,macmillan,yes,REVISED,yes, NO ,top-100,18+,americas,NA,NO,NaN,9360,-999," 7,643",£6357,12447,NaN,£14586,7904,3608
2021-10-22,fantasy,,French,SPIRAL, children ,penguin, yes ,2nd, no ,NO,TOP-10,6-12,americas,india,yes,176,1868,   788,-999,10777,13616,16331,"14,664","12,716","19,192"
2022-10-12, biography ,ebook,FRENCH,glue,ADULT,NA,NO,NA,yes,NO,TOP-10,6-12,americas, Japan ,no,£3006," 7,394",1835,4875,7334,5873,18720,   687," 1,601",NaN
10/01/2021, fantasy ,AUDIOBOOK,german, spiral ,children,macmillan, Yes ,revised,no,yes,NA,18+,asia,CANADA,no,"10,589"," 4,690",14228,34,missing,8986,12058,3582,missing,2930
28/10/2024,Romance,hardback, spanish ,glue,children,harpercollins,YES,3rd,no,NO, long-Tail , 6-12 ,oceania,India, No ,£19852,5212,£2960,-999,11770,18514,3720,missing,2236,14401
18/06/2023,Fantasy,paperback,English,Sewn,ya,macmillan, yes ,3rd,yes,no,long-Tail,0-5,europe,US,NO,11364,8201,£15744,£5523,12661,195,8023," 9,306",1932,missing
"Jan 19, 2024",sci-fi,,german,Stapled,adult,harpercollins,,2nd,Yes,yes,,13-17, ASIA ,US, No ,14551,"19,785","15,741",7966,18577,8260,884,10262,18802,£4588
missing,Biography,ebook,Spanish,Stapled,adult,Macmillan,No,revised,YES,no,top-100,13-17,-999, japan , yes ,£10525,3087,8564,£5878,NA,7267,-999,14010,NaN,735
29/03/2022, sci-fi ,ebook,german,glue,Children,HARPERCOLLINS,Yes,2nd,yes, yes ,Long-Tail,13-17,Europe,NaN,YES,8118,2899,NA,3724,£10997,10740,£13593," 2,744",9492,16231
04/01/2023,history,audiobook,spanish,SEWN,ya, macmillan ,no,revised,NO,no,TOP-10,13-17,missing,india,no,19005,NA,15361,-999,£3459,-999,£15697,£13135,£5224,"15,892"
11/03/2023,biography,ebook,,stapled,-999,penguin,, 2nd ,YES,missing,top-10, 6-12 ,oceania,India, yes ,2342,6810,11761,6278,£15610,19378,8101,19063,12070,8717
2021-11-16,romance,audiobook,FRENCH,NA,adult,macmillan,No,2nd,No,NO, top-10 ,,oceania,uk,no,9038,5629,6212,£15932,£244,£9354,18411,"16,319",6073,"17,704"
-999,SCI-FI,AUDIOBOOK,spanish,Spiral,ya,macmillan,no,1st,YES, no ,LONG-TAIL,0-5,EUROPE,-999,Yes,7001,17506,18874,£14114,£17312,11731,missing," 5,966",-999,"19,774"
2024-08-24,romance,PAPERBACK,english,-999,NaN,harpercollins,Yes,-999,no,No,top-100,13-17,oceania,Japan,NO,9864,365,3372,"13,831",4655,2612,8437,12420,£7565,£13787
01/12/2024,fantasy, Paperback ,ENGLISH,spiral,NA,simon_&_schuster,no,NA,no,YES,long-tail,18+,americas, japan ,NO,£6190,   589,7810,NA,660,11188,£12983,-999,16508,"16,144"
"Mar 30, 2023", biography ,audiobook,french,sewn, Adult ,Harpercollins,yes,,NA,NA,top-10,18+,Oceania,Japan,Yes,11151,322,14246,17051,missing,missing,11472,NaN,,£9419
22/08/2021, sci-fi ,hardback,english,sewn,ya,Penguin,no,3rd,NO,YES,TOP-10,18+,americas,canada, no ,4005,14799,"18,386",11831,£153,2132,16697,12046,2398,11833
12/07/2024,THRILLER,audiobook, Spanish ,STAPLED,ADULT,Simon & Schuster,no,,YES,-999,long-Tail,18+,Oceania,India,Yes,£3123,10067,£18833,5192,6934,1695,19543,£5974,4710,£16156
-999,Biography,Hardback,german,STAPLED,children,macmillan,Yes,2ND,YES,no,top-100,0-5,Oceania,India,No,6182,13699,7696,15431,15550,2510,15,16767,15092,"15,791"
2022-10-24,fantasy, HARDBACK ,english,Sewn,children,penguin,no,2nd,Yes,yes, LONG-TAIL ,18+,NA,US,no,13589,6363," 3,638",12976,NA,5694,£11703,14078,7962,5904
"Aug 11, 2021",biography,audiobook,japanese,stapled,ya,penguin,no,1st,yes,Yes,Top-100,0-5,NaN,uk,no,1224,£14583,,"17,710"," 8,098",19413,NaN,14822,15438,18294
30/07/2021,NA, Hardback ,FRENCH,GLUE, Children ,PENGUIN,Yes,2nd,NO,yes,-999,6-12,EUROPE,india,no,£3077,£1153,£19379,NaN,10185,   631,13868,"10,497",10246,"16,852"
08/09/2022,-999,audiobook,spanish,SEWN,adult,NA,yes,revised,yes,YES,top-100,NaN,Africa,NA,NO,18474,17100,15840,14588,"15,460"," 3,927",£19301,£11518,£16148,17487
17/10/2023,HISTORY,Audiobook,japanese,Stapled, adult ,penguin,yes,revised,no,NO,NaN,0-5,oceania,us,,£19093,15378,NaN,5273,14667,4544,"18,730",17262,£5769," 7,082"
2022-10-24,romance,paperback,-999, Sewn ,-999,macmillan,missing,2nd,Yes,no,Long-Tail,0-5,asia,india,no,15493,7468,"18,910",£13331,1776,8789,12513," 5,002"," 5,925",NA
25/07/2023,HISTORY,audiobook,english,NA,missing,simon & schuster,no,1st,No,Yes,Long-Tail,18+,AFRICA,Japan,no,15497,"18,086",17649,15242," 3,898",4354,-999,missing,£4315,729
10/11/2023,sci-fi,Hardback,NaN,sewn,Ya,PENGUIN,no,NaN, NO ,,Top-10,0-5,-999,us,yes,19740,3752,595,NA,6629,£2422,12761,£1871,17212,5021
19/11/2024,romance,HARDBACK,french,spiral,children,MACMILLAN,No,missing,yes,no,-999,13-17, americas ,japan,yes,£15921,,NA,£3832,missing,3481,£10716,10100,£18281,10697
26/01/2023,history,PAPERBACK,German,Glue,NaN,Simon & Schuster,no,3RD,No,NO,top-10,6-12,OCEANIA,canada,No,missing,£268,£10248,£18351,14166," 7,876",NA,3550,£14052,10041
2024-01-14,HISTORY, Audiobook ,missing,glue, children , harpercollins ,NO,2nd,YES,YES,Top-100,6-12,oceania,India,no,3511,8506," 5,713",5462,13569,NaN,£15438,2734,9996,1079
2024-07-06,HISTORY,NA, SPANISH ,Sewn,Adult,Penguin,Yes,3rd,yes, no ,top-100,13-17,,india,no,8264,£16427,"10,690",missing,3000,10566," 8,935",£10771,830,1824
NA,SCI-FI,missing, english ,sewn,ADULT,Penguin,Yes,-999,yes,,top-10,13-17,americas,india,YES,-999,NA,7277,13008," 4,109",17208,14975,694,"12,522",3717
24/07/2024,Romance, audiobook ,english,Stapled,children, harpercollins ,yes, revised ,yes,No,long-tail,-999,africa,uk,yes,9335,£1447,969,2787,£12450,£10516,£4095,15901,7062,"15,095"
2023-07-10,history,audiobook,NaN,spiral,missing,Harpercollins,yes,1ST,NA,no,top-10,0-5,americas,NaN,No,18743," 4,534",£1485,£4895,6351,NaN,9955,5741,19123,£4487
18/04/2024,Sci-Fi,AUDIOBOOK,french,Sewn,Adult,HARPERCOLLINS,no,2ND,no,no,long-tail,6-12,africa,,Yes,11546,10105," 8,631",-999,42,10946,7838,14167,323,581
2024-02-10,history,audiobook,spanish,Sewn,ya,simon & schuster,no, revised ,YES,NO,Top-100,18+, AMERICAS ,india,missing," 8,974",-999,18638,1869," 7,553",6126,17994,14590,£15683,"12,436"
"Mar 18, 2023",fantasy,AUDIOBOOK,japanese,glue,adult,SIMON & SCHUSTER,Yes,revised,No,YES,TOP-100,18+,missing,NA,No,12247,3298,19825,£8254,3748,NaN,15100,16820,16349,13397
13/07/2021,romance,Hardback,english, GLUE ,Ya,Simon & Schuster,yes,NaN,Yes,no,Top-10,6-12,Europe,missing,YES,£2250," 2,905"," 6,321",13381,6688,13565,14710,9050,16817,13783
19/05/2021,NaN,EBOOK,NaN,SPIRAL,ya,macmillan,no,NA,no,yes,long-tail,-999,europe,INDIA,no," 6,325",£17488,12315,"19,892",-999,9593,NaN,16019,"17,212",
16/04/2022,thriller,-999,NA,glue,Children,harpercollins,YES,3rd, YES ,YES,Top-10,6-12,Africa, India ,Yes,-999,8855,-999,£916,10696,7984,£2847,£18704,12199,7475
2024-08-07,history,paperback,,STAPLED,CHILDREN,Penguin,Yes,Revised,yes,yes,long-Tail,NA,oceania,NaN,yes,"14,508",19425," 9,270",£17550,17640,7652," 2,543",8901,7458,7366
07/11/2021, FANTASY ,hardback,ENGLISH,NA,,macmillan,yes,1st,yes,Yes,top-100,13-17,asia,uk,No,-999,£15763,778,£5781,13128,8992,"14,220",7775,£18271,8698
20/05/2021, romance ,,-999,Spiral,Children,Simon & Schuster,NO,1st,NO, yes ,long-tail,,Oceania,japan,yes,7893,"14,276",642,£9970,"15,402",-999,4612,-999,missing,15207
2021-12-25,History, Paperback ,english,spiral,children,simon_&_schuster,yes,REVISED,NA,No,Top-10,6-12,africa,US,yes,13987,14204,18888,9967,"18,332",17643,12690,8233,£15324,missing
2023-07-01, romance ,hardback,german,stapled,ya,penguin,no,Revised,yes,Yes,TOP-100,13-17,,Canada,YES,,6468,-999,,£14208,18288,8738,3562,10399,£19644
10/09/2023,history,ebook,ENGLISH,Stapled,children,penguin,yes,REVISED,yes, no ,-999,NA,NA, Canada ,no,missing,3374,,4786," 9,906"," 4,746",£6791,19529,3878,"14,520"
2023-01-02,missing,PAPERBACK,french,stapled, adult ,MACMILLAN,-999,1st,No,Yes,NaN,18+,americas,Us,yes,9141,4269," 7,472","14,887",8693,"18,884",19764,-999,,4003
17/02/2021,fantasy,audiobook,japanese,Stapled,NA,Simon & Schuster,yes,2nd,YES,No,top-100,18+,AFRICA,canada,yes,NaN,1436,£13803,£14424,£8614,17915,17616,"15,406",5214,6450
-999,-999,ebook,german,sewn,adult,MACMILLAN, NO ,revised,NO, yes ,NA,18+,,india,yes,£2080,2630,"13,222",£17270,£15791,2220,13368,"11,213",19772,2772
22/02/2024,sci-Fi,paperback,ENGLISH,glue,Ya,NA,Yes, 1st ,YES,NO,TOP-100,13-17,ASIA,Uk,no,10904,missing,£10162,1241,NA,14849,£9465,£8147,£4869,13758
"Jun 21, 2024",biography,ebook,japanese,Glue,Ya,MACMILLAN,no, 1st ,-999,yes,TOP-100,18+,europe,japan,YES,8729,6580," 6,278",6875,"11,878"," 7,497",3465,missing," 9,193",missing
2021-07-17,History,EBOOK, spanish ,glue,adult, Macmillan ,No,3rd, no ,no,NaN,6-12,OCEANIA,canada,No,19572,£10867,16279,£448,17775,£1541,10408,8090,NA,£16437
"Jan 18, 2021",NaN,hardback,japanese,sewn,Children,macmillan,missing,REVISED,NO,no,Top-10,18+,europe,uk,yes,NA,5505,19872,19471,18299,12287,"11,653",£15575,8525,NaN
missing,Romance,Paperback,french,-999,ya,simon & schuster,no,2nd,no,yes,Top-10,13-17,europe,UK,no,NaN,18348,£4598,missing,14223,6774,6062,missing,NaN,11660
26/03/2021,ROMANCE,Hardback,spanish,,,PENGUIN,yes,3rd,Yes,Yes,Long-Tail,13-17,Americas,japan,no,14683,7154,"12,288",8077,8856,4829,19731,12140,2698,3767
2021-09-21,missing,hardback,NA, glue ,YA,Penguin,NO,revised,no,NO,top-10,0-5,AFRICA,india, yes ,7004,8656,10138,NaN,," 9,965","14,102",11277,11540,16007
11/07/2023,history,NA,english,sewn,children,Simon & Schuster,no,revised,No,yes,missing,13-17,oceania,Japan,no,"16,759",-999,£8521,13914,"17,213",missing,12372,3178,"16,058",18802
07/06/2023, sci-fi ,Ebook,japanese,sewn,ADULT,simon & schuster,YES,3rd,Yes,YES,top-100,13-17,oceania,uk,no,7664,19351,"11,486",15369,£17632,NA,15054,10504,£15673,NaN
2024-09-12,romance,PAPERBACK,Japanese,Sewn,ya,Simon & Schuster, No ,1st,yes,No,TOP-10,6-12,NaN,missing,yes,259," 4,512",12371,15628,2383,£16169,£9044,2359," 9,889",NaN
"Nov 20, 2022",-999,ebook,JAPANESE,spiral,ADULT,missing,Yes,-999,No,missing,long-Tail,6-12,Americas,uk,Yes,£1225,"11,040"," 7,511",17466,16199,,,NaN,11338,11129
2021-12-18,thriller,AUDIOBOOK,SPANISH,spiral,Children,penguin,yes,2nd,Yes, NO ,top-10,0-5,americas,missing,YES,£2403,19244,4335,6752,16818,£18091,NaN,4364,128,NA
