date, cuisine , MEAL TYPE , dietary tag ,course, Spice Level ,servingTemp, allergen ,Protein,cooking_method,Origin Country,Occasion,packaging,organic,Fairtrade,RESTAURANT CHAIN/,calories_kcal, fat g ,protein g,carbs g, sugarG ,Salt G,Cost £,serve size g?,PREP TIME MIN,Cook Time Min
2021-08-19,Greek,missing,NA,side,HOT,Hot,Soy,beans, fried ,,formal,plastic, yes ,no,streetFood,18496,"16,753",4587,NA,missing,"16,246",1723,13699,5470,-999
2024-07-23,French,lunch,gluten-free,,medium,hot,gluten,beans,Grilled,INDIA,HOLIDAY,metal,no,no,independent,12473,7546,7333," 9,310",5391,12856,£4535,missing,£1232,£8866
12/06/2024,,lunch,gluten-free,NaN,MILD,NaN,Egg,tofu,raw,mexico,Birthday,paper,no,No,missing,5391,6469,1749," 2,788",16426,9039,2504," 1,703",19150," 7,040"
23/06/2021,mexican,Breakfast,halal,starter, mild ,cold,Nuts,pork,Grilled,china,FORMAL,glass,yes,yes,franchise,13243,£4123,4534,16244,missing,"15,142",10948,19811,£13414,15721
15/10/2023,greek,dinner,NA,STARTER,NaN,roomTemp,egg,BEEF,grilled,FRANCE,Birthday,compostable,No,yes,fastFood,6903,"17,710",8328,15684,,7325,£7156,19572,"14,863",£10953
28/03/2023,GREEK,lunch,halal,side,mild,cold,gluten,beef,missing,-999,BIRTHDAY,GLASS, Yes , no ,Street Food,10253,18538,,5129,961,19289,£8802,6410,17338,19254
12/04/2021,mexican,LUNCH,Vegetarian,sweet,-999,room_temp,fish,Chicken,steamed,NaN,-999,NaN,NaN,yes, franchise ,3262,£14632,11296,£18436,6125,12856,£10398,2661,14479,3207
NaN,Chinese,BRUNCH,gluten-Free, SWEET ,Hot,room temp,FISH,, baked ,india,NaN,glass,-999,no,FINE DINING,8417,16296,4473,£1336,5905,17357,NaN," 8,076",£15432,1113
18/07/2022,MEXICAN,dinner,VEGETARIAN,DRINK,medium,Cold,Nuts,BEANS,Baked,greece,holiday,plastic,yes,yes,Fine Dining,9075,13180,18145,448," 8,147",£6300,17348,£10880,18883,6457
08/10/2023,italian,LUNCH,-999,DRINK,Medium,,none,lamb,STEAMED,Mexico,casual,missing,YES,YES,NA,"13,453",2836,2344," 1,551",2832,2470,"15,494",7952,"10,900",2195
29/03/2023,mexican,Snack,vegan,drink,Mild,COLD,none,pork,Baked,mexico,-999,metal, NO ,yes,FINE DINING,£1713,4368,£7977," 3,226",5097,14213,5116,16547," 4,138",9791
"Sep 12, 2024",NA,brunch,NA,Starter,Fiery,hot,gluten,pork,raw,ITALY,,NA,yes,NO,NaN,£16607,17156,14492,£5628,10626,10286,17157,5838,13896,£10511
06/09/2022,Indian,BRUNCH,Kosher,-999,hot,Room Temp,, pork ,steamed,missing,Formal,compostable,yes,yes,franchise,"14,334"," 2,945",,7336,£18380,18787,11398,"13,337",1840,"15,245"
"Jun 14, 2022",CHINESE,breakfast,Halal,Drink,Mild, Hot ,fish,lamb,grilled,greece,Holiday,Metal,YES,No,Street Food,3814,7046,14946,,"16,365",£12357,10005,17176,NaN,17658
07/09/2021,chinese,,GLUTEN-FREE,starter,fiery,room temp,Fish,BEANS, BAKED ,,Birthday,paper,yes,yes,Fine Dining,"13,874",£6460,£16053,17532,£2471,15005,3260,15449,8136,10947
2021-08-18,mexican,dinner,KETO,side,MEDIUM,HOT,DAIRY,NaN,steamed,greece,Holiday,plastic,no,no,street food,,£5748,713,£3282,5681,13539,14976,11030,£9355,1345
2022-12-06,mexican,dessert, keto ,Main,fiery,COLD,egg,tofu,fried,India,Formal,glass,Yes,yes,fine dining,-999,4530,15839," 2,403",17106,7733,13345,16223,19123,£973
23/12/2023, indian ,-999,VEGETARIAN,DRINK,mild,room_temp,gluten,,RAW,France,formal,metal,Yes,yes,fine dining,8821,11015,£12671,1916,8016," 4,750",£2308,"17,644",£2132,"15,293"
"Aug 24, 2022",indian,Snack,HALAL,drink,fiery, hot ,Nuts,beans,steamed,india,FORMAL,Compostable, No ,no,FRANCHISE,NA,£11084,1684,1816,£4711,12078,£4872,£8146,10303,£5212
2021-10-14,Chinese,snack,vegan,-999,MEDIUM,hot,Nuts,beef,RAW,mexico,casual,GLASS,yes,no,Franchise," 9,230",NA,12635,"11,833",1113,NaN,3536,1881,£19464,£9781
2021-01-07,italian,dinner,Vegan,Sweet,medium,cold,egg,beans,raw,India,formal,compostable,no, no , franchise ,11554,4300,17936,£6779,£10471,£5946,7912,£7848,£1143,14662
2022-01-15,chinese,DINNER,KETO,missing, fiery ,COLD,Egg,lamb,fried,china,FORMAL,paper,Yes,yes,fineDining,£10473,missing,8404,NA,8796,7006,£1857,£4443,15012," 6,595"
2024-06-02,indian,LUNCH,missing,main,fiery,Cold,gluten,NaN,steamed,Mexico,BIRTHDAY, compostable ,no,YES,franchise,5017," 8,374",1950,4428,16814,4661,11102,-999,19078,NaN
2021-04-26,french,DINNER,missing,,hot,cold,,PORK,grilled,China, holiday ,glass,no, no ,FAST FOOD,1182,£11349,£3574,18940,,£6984,-999,£13559,1376,NaN
2024-05-15,chinese,BRUNCH,Keto,Main,NA,roomTemp,gluten,missing,steamed,greece,holiday, paper ,NO,yes,fast food,missing,£8604,,NaN,"10,643",2861,655,£9638,3706,17088
28/09/2023,MEXICAN,dinner,NaN,drink,hot,ROOM TEMP,nuts,beans,GRILLED,china,holiday,compostable,NO,no,franchise,10609,18958,12121,-999,1765,7773,"18,970",£9730,3240," 7,240"
16/08/2022,greek,missing,missing,STARTER,mild,hot,soy,beans,NA,mexico,holiday,paper,yes,YES,Fast Food,NaN,314,missing,"19,000",£13889,5904,6312,   819," 9,519",14995
11/08/2023,GREEK,dinner,keto,sweet,Fiery,room_temp,soy,tofu,-999, greece ,BIRTHDAY,plastic,no,Yes,Fast Food,NaN,1718,10315,£17451,-999,£15757,18948,15443,7080,9778
"Mar 21, 2023",mexican,breakfast,kosher,Drink,MEDIUM,cold,FISH,BEEF,fried,ITALY,birthday,plastic,No,no,independent,   182,-999,1811,missing,11150,13279,19731,"13,396",6151," 7,175"
2021-01-12, italian ,dessert,gluten-Free,Sweet,missing,room_temp,Dairy,beans, fried ,italy,Birthday,PAPER,yes,yes,INDEPENDENT,5268,16223,6381,11106," 6,694",,16797,£452,912,"10,289"
2022-01-12,missing,DESSERT,Vegan,sweet,mild,room temp,NUTS, BEANS ,RAW,China, birthday ,missing, no ,Yes,Independent,8970,NA,14334,missing,16661,£10291,17892,NA,£11779,£4213
missing,greek,breakfast,kosher,sweet,FIERY,HOT,missing,lamb,fried,Italy,holiday,paper,no,yes,street_food,"10,066",11068,7287,£10480,17752,10683,NaN,13355,£17237,7886
2023-01-12,greek,lunch,KETO,DRINK,mild,room_temp,none,Chicken,STEAMED,INDIA,Casual,plastic,no,yes,Fine Dining,337," 9,606","16,540",£10013,19446,8310,5589,£16524,8004,8781
2022-05-13,NA,snack,vegetarian,SIDE,Fiery,COLD,egg,tofu,fried,mexico,Formal,Paper,no,no,fine dining,£10075,5357," 9,607",NA," 7,392",16459,NaN,£6249,15793,£12696
28/02/2021,french,Lunch,vegetarian,side,-999,room_temp,gluten,NA,Raw,china,casual,plastic,no,yes, Fast Food ,389,11090,£5320," 5,786","12,019",-999,missing,9324,11274,19030
2021-12-27,Indian,dessert,Vegetarian,main,NaN, cold ,egg,CHICKEN,grilled,india,casual,NA,NA,Yes,fastFood,6212,NA," 2,597",6518,13903,4547,missing,-999,£3537,15852
12/06/2022, Greek ,lunch,Vegan,SIDE, mild ,room temp,Dairy,lamb,raw,greece,holiday,glass,no,no,independent,£8578,,5184,£1772,1635,"17,199",1861,14161,£4470,10787
15/01/2021,french,LUNCH,Halal,Drink,hot, hot , Fish ,lamb,raw,Greece,NaN,PAPER,No,no,franchise,"17,972",£19259,14368,7430,19704,16327,£13514,208,NA,-999
"Apr 10, 2023", ITALIAN ,lunch,VEGAN,drink,medium,Room Temp,None, LAMB ,NaN,China,formal,COMPOSTABLE,Yes,yes,independent,,NaN,9052,14163,-999,63,9649,6317,8364,7663
18/08/2021,NaN,,vegetarian,main,Mild,roomTemp,nuts,beans,Fried,, Birthday ,paper,yes,yes,independent,13556,15220,9409,7807,"18,130",8006,19690," 5,012"," 7,226",11175
22/10/2024,GREEK, BRUNCH ,gluten-Free,starter,FIERY,-999, egg , beef ,Fried,France,Holiday,Metal,no,NO,franchise,7977,15243,NA,£19797,15223,,1088,-999,£9383,"19,394"
2023-10-27,chinese,brunch,keto,drink, Fiery ,roomTemp,None, TOFU ,fried,MEXICO,Formal,glass,yes,yes,Street Food,"18,270",5884,1696,NA,11520," 2,588",1195,51,£18049,18113
2024-02-01,italian,brunch,Kosher,side,FIERY,cold,NA,Pork,raw,france,birthday,NA,No,yes,FRANCHISE," 1,530",4449,10064,4485,NaN,9809,£8613,£6397,-999,5556
08/06/2024,chinese,dinner,vegan,MAIN,NA,hot,dairy,NA,raw,ITALY,formal,PLASTIC,no,yes,street food,£10107,NA,10396,664,£12812,8019,5339,8103,15886,18297
15/02/2021,greek,dessert,kosher,sweet,Mild,NA,dairy,LAMB,raw,italy,holiday,plastic,NO, Yes ,fast food,2089,missing,£9827," 5,075",-999,7467," 4,360",£5117,missing,11575
missing,chinese,BRUNCH,vegetarian,drink, hot ,roomTemp,SOY,chicken, RAW ,NA,Casual, glass ,NA, Yes , Independent ,11542,1887,18664,8432,2124,missing,3627,£17000,15358,9318
23/10/2021,FRENCH,,Vegetarian,drink,hot,cold,DAIRY,pork,steamed,MEXICO,holiday, plastic ,YES,No,franchise,4256," 2,947",£4196,7283,"14,878",1304,19940,8981,£17084,
-999,greek,BRUNCH,GLUTEN-FREE,sweet,medium,cold,NaN,beans,BAKED,MEXICO,casual,Paper,yes,no,Fine Dining,NA,19761,NA,£45,10991,10604,   976,-999,6052,£19584
2022-05-27,french,DESSERT,halal,Drink,medium,roomTemp,None,pork,steamed,ITALY,FORMAL,plastic,Yes,Yes,fast food,9702,NA," 9,162",£18118," 2,222",NA,19997,6082," 5,262",5543
"Feb 05, 2022",french,Brunch,kosher,MAIN,fiery, cold ,nuts,tofu,raw,ITALY,,paper,NO, yes ,fine dining,"13,199"," 6,071",," 5,924",2899,£8600,12505,"18,636",1656,315
15/12/2022, Greek ,,gluten-Free,side,Mild,Hot,None,pork,steamed,missing,holiday,metal,NA,NO,NA,6256,6011,2829,£9646,£13836,,£19402,"12,954",7653,9200
19/02/2021,mexican,dinner,keto,MAIN,Hot, room_temp ,soy, CHICKEN ,fried,greece,birthday,plastic,NO,yes, fineDining ,7886,4076,"14,662",895,15145,,£16994,,,NaN
2022-01-28,italian,,KOSHER,starter, hot ,Hot,FISH,pork,STEAMED,china,holiday,Paper,,no,FRANCHISE,£6887,-999,£8941,,"12,883",-999,1504,18368,12832,10249
missing, greek ,SNACK,missing,missing,medium,COLD,None,Chicken,Baked,greece,Casual,Glass,NO,-999,FINE DINING,5971,445," 6,762",13955,"10,179"," 9,669",15486,16544,11458," 4,918"
01/10/2021,greek,dinner,KOSHER,drink,fiery,cold,dairy,Beef,RAW,MEXICO,birthday,metal,Yes,NO,streetFood,-999,11850,"14,797",15999,4216,409,£18957,2841,9581,-999
2024-07-22,NA,dessert,GLUTEN-FREE,drink,fiery,hot,NUTS,chicken,STEAMED,china,FORMAL,missing, No ,YES, Street Food ,£7406,,,"16,480",3818,15261,missing,"12,105",16468,1596
"Feb 18, 2023", italian ,lunch,HALAL, sweet ,fiery,room_temp,GLUTEN,beans,steamed,ITALY,holiday,plastic,yes,yes,-999,£8545,£513," 5,296",8907,403,,11329,NaN,6649,£5978
03/04/2024,Italian,NaN,missing,Side,NA,hot,Soy,beef,FRIED,NA,birthday,glass,no,no,INDEPENDENT,"11,267",6809,14477,NA,3646,13426,6231,6783,missing,6806
27/09/2024,Italian,Breakfast,vegan, SIDE ,hot,cold,-999,PORK,grilled,india,formal,paper,missing,NO,fast_food,11587,13575,6866,missing,,missing," 9,572",1007,9644,4405
02/09/2024,NaN,lunch,vegetarian,side, MEDIUM ,hot,Dairy,lamb,raw,Greece,birthday,compostable,yes,yes,street food,3678,"16,253",15897,7570,£2524,17394,5237,£261,4361,5932
2023-05-12,FRENCH, dessert , vegetarian ,drink,MILD,Hot,EGG,Tofu,steamed,greece,birthday,PAPER,No,no,,12253,805,£1849,"13,286","17,122",11555,£17801,12968,£14257,17338
05/12/2021,,lunch, KOSHER ,starter,medium,NA,egg, tofu ,steamed,INDIA,birthday,GLASS,yes,NO,Street Food,10028," 9,074",387,14125,£12464,£5869,NA,15326,NA,£14315
2021-10-03,French,BRUNCH,keto,NaN,Hot,Hot,dairy,TOFU,Fried, india ,Formal,Glass,no,no,NaN,£16517,£12821,NaN,8029,17244,£12117,£14223,17112,missing," 9,878"
26/05/2024,missing,Dessert,NaN,main,fiery,hot,-999,Beans,RAW,FRANCE,holiday,metal,-999, no ,,14153,19502,10980,17996,," 9,503",19045," 5,202",133,18120
2022-05-16,greek,Brunch,halal, drink ,NA,cold,,lamb,STEAMED,india,formal,metal,no,-999,franchise,"18,808",7310,14169,1356,"16,017",5781,NaN,£8053,6529,
15/01/2021,greek,DESSERT,vegetarian,MAIN,Fiery,Cold,none, beans ,BAKED,INDIA,birthday,METAL,yes,Yes,FINE DINING,NaN,£11456,19241,12355,missing," 5,523",14146,1569,12872,8654
04/01/2022,NA,BREAKFAST,keto,-999,Hot,roomTemp,GLUTEN,pork,Raw,france,FORMAL,Plastic,Yes,No,INDEPENDENT,19260,19382," 9,873",16749,£9560," 8,820",NaN,NA,8684,6331
22/12/2022,mexican,Dinner,vegetarian,NaN,medium,cold,missing,Beans,steamed,greece,CASUAL,glass,yes,Yes,Street Food,"19,652","10,438","14,742",10304,15019,12563," 6,457",,8532,11977
2022-04-05,greek,Snack,VEGAN,SIDE,fiery, HOT ,Fish, lamb ,raw,france,birthday,glass,yes,no,STREET FOOD,9078,19964,15884,NA,13184,missing,£1424,£18669,17242,"17,201"
2024-10-14,chinese,dinner, kosher ,side,medium,room_temp,gluten,beef,missing,india,, PLASTIC ,no,,INDEPENDENT,"16,505"," 3,521",£1782,11453," 6,308",4666,,17540,12046,NA
13/07/2022,indian,dinner,vegan,sweet,-999,COLD,egg,tofu,steamed,china,CASUAL,plastic,YES,No,STREET FOOD,10423,16414,7891,12684,10025,£3314,5120," 1,014",6282,3613
15/08/2023,-999,breakfast,gluten-Free,,MILD,HOT,SOY,tofu,Fried,FRANCE,CASUAL,metal,no,yes,franchise,12912,missing," 8,548",£14322,£10126,9183,£7132,£15692,9342,2001
2022-08-19,missing,dessert,vegan,Starter,Fiery,Room Temp,gluten,BEEF,Raw,China,formal,Compostable,No,YES,street_food,£19852,£16608,£9669,£10711,£6520,2438,7376,3850,1571,"11,684"
2023-06-25,missing,snack,halal, side , HOT ,hot,FISH,beef,GRILLED,, birthday ,plastic,NO,YES,fastFood,18675,5929,missing,16127,18542,773,£360,13077,15796,"12,052"
"Dec 26, 2023",Greek,NaN,keto,side,fiery,HOT,fish,Beef,FRIED,mexico,,PAPER,missing,yes,fine dining,£15432,7822,2935,15296," 9,386",NaN,13907,16191,8557,
2022-01-09,mexican,lunch, KOSHER ,MAIN, mild ,HOT,egg,beans,grilled, INDIA ,formal,missing,Yes,NO,fineDining,-999,missing,3520,£9142,NA," 2,872",3862,£15376,7825,12644
2023-05-19, chinese ,breakfast,Vegan,starter,fiery,,gluten,pork,BAKED,greece,birthday,COMPOSTABLE,No,Yes,independent,4572,"10,281",16857,10077,10266,"13,761",8379,"14,476"," 5,669"," 6,415"
09/06/2024,,Lunch,KETO,drink,Medium,HOT,gluten,Beans,fried,greece,FORMAL, PAPER ,-999,Yes,Fine Dining,5472,-999,,£14012,£11168,1752,9021,16249,8255,5794
2022-12-11,Mexican,brunch,gluten-free,missing,MILD,NaN,none,lamb,STEAMED, india ,BIRTHDAY,plastic,yes,yes,Fine Dining,11480,894,,11924,"12,595",£1195,14630,NaN,1651,1053
2024-05-06,indian,snack,Vegan,drink,Fiery,hot,none,Lamb,raw,China,CASUAL,PLASTIC,NaN,yes,independent,12807,5256,£12951,18183,18233,,18694,9088,17360,£8560
2021-02-23, GREEK ,SNACK,gluten-free,sweet,Hot,Cold,none,Chicken,RAW,France,holiday,glass,,yes,street_food,8110,5815,3064,10566,16417,£1164,£14994,9661," 2,406",17588
2023-01-12,french,BRUNCH,halal,starter,hot,hot, NUTS ,pork,raw,india,formal,COMPOSTABLE,yes,No,fine_dining,16647,4707,11830,2376,7660,16763,NaN,2896,3974,£7188
2022-08-08, mexican ,Brunch,Vegan,main,MEDIUM, Room Temp ,soy,Chicken,BAKED,India,-999,glass,No,no, street food ,-999,3382," 5,969",-999,£9344,NA,19544,£5146,7358,15032
09/07/2021,greek,dinner,kosher,NA,fiery,,none,beef,STEAMED,mexico,holiday,plastic,NO,Yes,streetFood,8705,3644,919,8671,16393,£16038,17412,17178,19203,£19823
-999,indian,brunch,KOSHER,main,Hot, cold ,egg, chicken ,steamed,NA,birthday,Glass,yes,yes,streetFood,missing,18935,4251,7705,£6068,5016,NaN,£2040,14192,19484
2023-11-24,Mexican,brunch,VEGETARIAN,SWEET,MEDIUM,Hot,none,Tofu,BAKED,INDIA,FORMAL,-999,no,-999,street_food,£1929,NA,10535,"14,272",£5129,£14112,"14,742",missing,3525,£589
30/07/2021, Italian ,dessert,vegetarian,SIDE,fiery,Hot, egg , TOFU ,fried,greece,Birthday,metal,YES,no,independent,"13,357",19046,16526,2345,4221,13522,14383,£3028,"14,586",9428
22/07/2023,italian,brunch,kosher,-999,medium,roomTemp,NaN,pork,GRILLED,italy,Holiday, metal ,NA,Yes,Street Food,7906,13187,14728,17260,£18327,"10,445",2241,"18,238",6742,15997
25/11/2023,french,Brunch,vegan,side,MEDIUM, Hot ,gluten,Pork, steamed ,china,BIRTHDAY,plastic,yes,no,FINE DINING,15666,-999,"18,660",£19918," 9,996",£5190," 1,772",8606,255,1681
"Dec 26, 2022",italian,Dessert,kosher,Starter,Fiery,Room Temp,Soy,Beans,Grilled,missing,holiday,Metal,yes,yes,Street Food,11100," 7,414",17857,13833,6570,15550,4125,9116,£10500,3826
06/09/2023,mexican,NA,Vegan,Side,fiery,hot,none,chicken,raw,france, casual ,missing,no, Yes ,INDEPENDENT,£17718,£12535,616,£5289,7359," 7,334",15311,18619,9944,£5611
-999,italian,snack,NA,NA,missing,NA,none,PORK,baked,Greece,,Paper,yes,NO,INDEPENDENT,17356,£19767,198,£10892," 4,512",missing,£5761,-999,17738,3995
05/12/2022,-999,brunch,keto,Starter,Fiery,COLD,none,Beans,-999, china ,missing,paper,yes,Yes,franchise,1953,495,5781," 9,123",945,£6563,18109,"12,517",14273,£9705
2021-08-22,italian,Lunch,halal,side,fiery,room temp,Fish,beef,NaN,NA,Birthday,metal,NO, yes ,NA,,£19076,12640,1077,13919,15944,-999,11910,£9684,9883
29/12/2024,french,dessert,halal,MAIN,Mild,room_temp,NA, Pork ,NaN,FRANCE,CASUAL,NaN,yes,missing,street food,17855,£3726,NaN,5423,127,4909,8348,11022,2173," 6,520"
,french,lunch, vegetarian ,SWEET,hot,cold,egg,tofu,baked,ITALY,holiday,plastic,no,missing,franchise,,"11,196",£12587,17758,£13580,11542,-999,£13548,5235,13894
"Mar 17, 2024",chinese,brunch,vegan,starter,mild,cold, soy ,chicken,baked,mexico,Formal,plastic,no,no,street food,8994,£5140,18501,"13,122","18,695",17240,5572,£18262," 5,097",1376
NA,CHINESE,snack,Vegetarian, drink , hot ,cold, none ,Lamb,raw,Mexico,FORMAL,metal, NO ,no,independent,NA,£515,£10307,9796,13074,5245,£7924,,18873,4192
missing,chinese,snack,HALAL,main,HOT,roomTemp,none,Lamb,STEAMED,greece,Birthday,Plastic,yes,NO,FRANCHISE,12699,£9132,6395,£6609,13012,8523," 8,691",£17898,18477,4396
2021-06-07,italian,,gluten-free,Main,medium,hot,dairy,Pork,grilled,greece,holiday,missing,yes,yes,independent,£10848,6016,2706,19104,-999,11094,8962,,946,18937
21/11/2024,MEXICAN,SNACK,KETO,side,MEDIUM,roomTemp,dairy,CHICKEN,raw,india,-999,glass,yes,no,-999,-999,5742,missing,"10,665",5659,,4465,18412," 3,123"," 4,082"
2023-12-06,italian,breakfast,kosher,STARTER,Fiery,ROOM TEMP,soy, Chicken ,Raw,-999,BIRTHDAY,GLASS,NO,yes,independent,£8839,"18,484",7551,13593,2025,6006,10597,9408,-999,5735
2024-06-18, Italian ,brunch,halal,side,HOT,roomTemp,NaN,beans,RAW,MEXICO,holiday,COMPOSTABLE,yes,no,street food," 3,722",10058,," 6,891",15797,2477,9977,£9894,£16973,£4967
2022-07-08,FRENCH,Dessert,halal,Side,FIERY,NaN,egg,pork,Baked,greece,Casual,,NaN, no ,,1996,11356,17842,15979,11885,743,9958,£1108,"10,207",£9775
23/10/2023,indian,breakfast,keto,Drink,mild,COLD, dairy ,BEANS,NA,india,Birthday,metal,YES,no,franchise,12818," 5,334",NA,£4197,615,19639,665,5554,12967,£12377
25/02/2021,chinese,,keto,starter, HOT ,roomTemp,egg,TOFU,Fried,Mexico,birthday,compostable,,,fineDining,£16906,15733," 1,732",9956,11714,£17463,£11600,NA,15020,NA
"May 25, 2022",French,snack,NaN,Main,hot,COLD,None,Tofu,grilled,italy,holiday,metal, No ,NO,independent,17258,"15,259",NA,"12,337",9167,missing,10869,£4506,11945,8124
2022-05-24,Mexican,DESSERT,gluten-Free,Sweet,hot,NaN,fish,NaN,Fried, China ,casual,Glass,NO,NO,franchise,£10184,179,10606," 1,293",17477,4066,4863,10246,16943,13222
2024-01-15,italian,Breakfast,vegan,Starter,mild,cold,Dairy,Chicken,steamed,GREECE,-999,glass,no,yes,fastFood,6360,£10163,18846,3090,15410,17207,8837,3970,1830," 9,918"
2024-05-13,greek,snack,missing,Side,hot,Cold,Fish,Tofu,NaN,france,formal,Metal,no,yes,franchise," 9,923",17943,15465,4981,13625,17336,NaN," 5,210",£5163,NaN
08/04/2023,french,breakfast, gluten-free , side ,fiery, hot ,Dairy,-999,NA,italy,formal,NaN,missing,yes,fast_food,"11,863",1084,£11603,missing,missing,5157,1073,£4731,17682,NaN
2021-03-24,chinese,missing,keto,sweet,NA, Cold ,none,pork,Grilled,china,Formal,-999,yes,no,FINE DINING,12086,"19,267"," 7,217",11463,1095,NA,NaN,£1521,£18355,"12,132"
2024-04-18, mexican ,NaN,NA,DRINK,FIERY,ROOM TEMP,dairy,Chicken,baked,,HOLIDAY,Metal,YES, no , FAST FOOD ,14565,8807," 1,371",5105,8866,£11794,11845,16848,15942,£6022
11/08/2024,GREEK, dessert ,vegetarian,Main,hot,Cold,EGG,lamb,raw,mexico, holiday ,PAPER,no,NA,streetFood,2444,242,-999,£15816,2770,"17,081","17,285",NA,NaN,11346
11/06/2023,italian,lunch,missing,Starter,NA,ROOM TEMP,None,Tofu,raw, france ,HOLIDAY,paper,Yes,,Street Food,3327," 9,362",926,£6820,-999,£15137,"17,105",NaN,"19,205",19119
"Sep 19, 2022",french,Brunch,-999,starter,medium,NA,gluten,LAMB,baked,Greece,holiday,compostable,yes, no ,streetFood,,"12,766"," 1,534",13781,7684," 6,928",4065,missing,"12,243",£9163
28/04/2023,french, LUNCH ,keto,NaN,HOT,Room Temp,none,,grilled,france, birthday ,paper,yes,no,fine_dining,13911,10373,8561,792,£1491," 2,180",£2613,5072,£4157," 6,258"
2024-07-20,INDIAN,DINNER,keto,NaN,hot,Cold,None,LAMB,baked,italy,FORMAL,GLASS,NA,NA,STREET FOOD,£11652,NaN,1172,£10655,NA,2861,1415,227,,NaN
21/05/2023, CHINESE ,BRUNCH, keto ,SWEET,medium,NaN,Dairy,tofu, Steamed ,greece,casual,Paper,yes,YES,street food,11315,2274,£15937,missing,14507,16356,-999,NA,1488,£18399
06/11/2021,greek,Dinner,missing,starter,medium,COLD,gluten,Beans,-999,india,Casual,glass, YES ,missing,FINE DINING,5076,"13,635",NA,-999,17005,2871,-999,£14935,2800,£12087
09/01/2022,french,DINNER,Vegan,sweet,NaN,-999,Egg, tofu ,FRIED,mexico,,plastic,NO,NaN,Street Food,12196,-999,NaN,15180,£18739,4570,7507,-999,NA,missing
"Feb 07, 2022",missing,lunch, Vegan ,Sweet,hot,HOT,none,lamb,raw,france,Formal,compostable,Yes,no,independent,15705,14886,8429,17524,7867,NA,2342,NA,14998,788
2022-12-13,french,SNACK,vegetarian,starter,hot,HOT,None,Beef,baked,india,casual,paper,No,yes,franchise," 9,386",5007," 7,388",596,£19411,5281,"14,857",11796,18795,NaN
2023-07-08,FRENCH,breakfast,HALAL,Starter,Hot,Cold,gluten,pork,Grilled,CHINA,casual,NaN,no,NO,independent,NaN,£84,NaN,"14,499",9551,14309,16236,16529," 3,087",10618
24/11/2021,Mexican,dessert,VEGETARIAN,sweet,medium,HOT,egg,tofu,FRIED,china,NA,glass,NaN,-999,street food,10454,£18892,14811,9727,3258,17346,15181,3228,"19,733",10094
-999,-999,Breakfast,KETO,STARTER,fiery,HOT,fish,pork,NaN,mexico,Birthday,paper,,yes, independent ,"17,802",6767,2770,£12694,"18,864",652,11630,,18433,2637
2021-05-28,greek,snack,VEGAN,STARTER,medium,room_temp,missing, pork ,NaN,Greece,Casual,GLASS,yes,NO, franchise ," 5,426"," 6,479",9063,6569,7824,1678," 3,099",-999,14456," 6,286"
2023-04-26,INDIAN,NaN,keto,main, FIERY ,hot,Soy,lamb,steamed,greece,formal,-999,Yes,no,independent,missing,9314,8220,10109,17805," 4,145",15417,6507,18714,£16831
-999,ITALIAN,snack,kosher,main, Medium ,Room Temp,,PORK,,Greece,Casual,METAL,No,yes,street_food,£15413,7008,12697,£4066,14682,14270,missing,7464,13286,"19,859"
2023-10-11,chinese, lunch ,halal,Starter,fiery,COLD,EGG,BEEF,NA,france,Casual,compostable,NO,yes,fine_dining,6439,9969,16098,£10055,NaN,13307,12517,1495,£5352,12273
16/08/2023,Greek,brunch,KETO,Drink,hot,hot,NUTS,pork,baked,ITALY,formal, METAL , no ,yes,FAST FOOD,8191,"12,869",NaN,"14,801",£14680,10454,17959,11256,18801," 8,922"
2021-01-09,GREEK,brunch,vegan,SIDE,medium,-999,GLUTEN,beans,Steamed,india,Holiday,Glass,no,Yes,fastFood,12677,8644,NaN,9494,£10039,£14650,19665,8418,14755,"10,739"
26/01/2021,italian,lunch,vegetarian,Starter,,cold,missing,chicken,FRIED,India,BIRTHDAY,PLASTIC,yes,NO,Fast Food,£2398,"12,575",£3323,£14155,1169,11866,8569,£12765,"15,060",15261
"Jan 16, 2024",greek,lunch,vegetarian,missing,fiery,hot,NUTS,pork,-999,mexico,holiday,plastic,no,No,fineDining,missing,£14209,14100,8873,£18179,missing,8601,-999,18091,NA
, italian ,brunch,Gluten-Free,main,Medium,roomTemp,gluten,beef,Grilled,greece,casual,compostable,no,YES,independent,15423,£7696,10465,8778,"11,915",13590,£3720,"15,536",18995,   945
2023-08-28,Mexican,Brunch,vegan,sweet,mild,ROOM TEMP,none,-999,RAW, greece ,holiday,Glass,-999,yes,independent,£8129,2149,"18,162",5125," 9,989",3455,1827,15290,7713,5820
,Greek,Dinner,Vegan,starter,hot,roomTemp,dairy,Tofu, GRILLED ,china,CASUAL,Metal,NA,no,fast food,6013,missing,missing,£4820,,1136,6164,£8318,missing,
"Sep 02, 2021",french,snack,GLUTEN-FREE,main,NaN,Cold, DAIRY ,lamb,steamed,greece,holiday,METAL,,no,Fast Food,16277,missing,7929," 3,218",NA,3250,     5,2486,16010,9634
"Jan 23, 2022",missing,snack,keto,Drink,medium,cold,egg,beef,fried,india,,metal,No,no,fastFood,16422," 2,705",2197,"10,575",-999,£16619,"19,232",NaN,10172,£18279
